Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,CLV_Proxy,Discount_Flag,Promo_Flag,Promo_Dependency,Satisfied,Loyalty_1,Loyalty_2,Value_Tier,Promo_Segment,Retention_Segment
134,52,Male,Sweater,Clothing,65,Montana,M,Violet,Winter,2.5,Yes,Next Day Air,Yes,Yes,25,Venmo,Annually,1625,1,1,2,0,25,1525,Medium,Discount Dependent,Loyal
135,43,Male,Hat,Accessories,94,Texas,L,Gray,Fall,4.9,Yes,Store Pickup,Yes,Yes,25,Cash,Monthly,2350,1,1,2,1,25,2350,High,Discount Dependent,Loyal
136,43,Male,Sandals,Footwear,81,Kansas,M,Purple,Fall,4.1,Yes,Express,Yes,Yes,12,PayPal,Quarterly,972,1,1,2,1,12,972,Medium,Discount Dependent,Loyal
137,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Free Shipping,Yes,Yes,4,Debit Card,Quarterly,344,1,1,2,0,4,244,Low,Discount Dependent,Potential Loyalist
138,68,Male,Sneakers,Footwear,43,Colorado,M,Turquoise,Spring,4.7,Yes,Free Shipping,Yes,Yes,38,PayPal,Weekly,1634,1,1,2,1,38,1634,Medium,Discount Dependent,Loyal
139,68,Male,Skirt,Clothing,29,Georgia,M,Maroon,Winter,4.4,Yes,Store Pickup,Yes,Yes,42,Bank Transfer,Weekly,1218,1,1,2,1,42,1218,Medium,Discount Dependent,Loyal
140,49,Male,Coat,Outerwear,95,Florida,M,White,Fall,3.8,Yes,Store Pickup,Yes,Yes,30,Venmo,Annually,2850,1,1,2,0,30,2750,High,Discount Dependent,Loyal
141,63,Male,Shirt,Clothing,28,North Carolina,L,Yellow,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Weekly,1400,1,1,2,0,50,1300,Medium,Discount Dependent,Loyal
142,56,Male,Gloves,Accessories,46,Virginia,M,Turquoise,Fall,4.9,Yes,Free Shipping,Yes,Yes,45,PayPal,Weekly,2070,1,1,2,1,45,2070,High,Discount Dependent,Loyal
143,37,Male,Jacket,Outerwear,58,Nebraska,L,Violet,Fall,3.1,Yes,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly,1914,1,1,2,0,33,1814,High,Discount Dependent,Loyal
144,30,Male,Coat,Outerwear,48,Missouri,M,Beige,Fall,2.7,Yes,Store Pickup,Yes,Yes,25,PayPal,Quarterly,1200,1,1,2,0,25,1100,Medium,Discount Dependent,Loyal
145,19,Male,Shoes,Footwear,43,New Jersey,M,Silver,Fall,3.2,Yes,Express,Yes,Yes,25,Cash,Monthly,1075,1,1,2,0,25,975,Medium,Discount Dependent,Loyal
146,24,Male,Jewelry,Accessories,95,Missouri,M,Teal,Fall,4.5,Yes,Standard,Yes,Yes,44,Debit Card,Quarterly,4180,1,1,2,1,44,4180,High,Discount Dependent,Loyal
147,52,Male,Skirt,Clothing,30,Colorado,S,Black,Fall,4.0,Yes,Standard,Yes,Yes,21,Venmo,Fortnightly,630,1,1,2,1,21,630,Low,Discount Dependent,Loyal
148,63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,Yes,2-Day Shipping,Yes,Yes,31,Bank Transfer,Fortnightly,1984,1,1,2,0,31,1884,High,Discount Dependent,Loyal
149,37,Male,Gloves,Accessories,90,Wyoming,M,Gray,Fall,2.6,Yes,Store Pickup,Yes,Yes,47,Debit Card,Annually,4230,1,1,2,0,47,4130,High,Discount Dependent,Loyal
150,38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Yes,Free Shipping,Yes,Yes,14,PayPal,Monthly,1064,1,1,2,0,14,964,Medium,Discount Dependent,Loyal
151,35,Male,Boots,Footwear,96,California,L,Cyan,Fall,4.9,Yes,Standard,Yes,Yes,17,Debit Card,Every 3 Months,1632,1,1,2,1,17,1632,Medium,Discount Dependent,Loyal
152,28,Male,Sunglasses,Accessories,47,North Dakota,L,Turquoise,Fall,4.5,Yes,Next Day Air,Yes,Yes,3,Venmo,Annually,141,1,1,2,1,3,141,Low,Discount Dependent,At Risk
153,30,Male,Shirt,Clothing,85,South Carolina,S,Brown,Summer,4.3,Yes,Express,Yes,Yes,42,Venmo,Annually,3570,1,1,2,1,42,3570,High,Discount Dependent,Loyal
154,69,Male,Hoodie,Clothing,55,North Carolina,M,Maroon,Winter,3.2,Yes,Standard,Yes,Yes,22,Debit Card,Annually,1210,1,1,2,0,22,1110,Medium,Discount Dependent,Loyal
155,41,Male,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,Yes,21,Venmo,Quarterly,2058,1,1,2,0,21,1958,High,Discount Dependent,Loyal
156,63,Male,Socks,Clothing,77,Maine,S,Olive,Spring,4.3,Yes,Free Shipping,Yes,Yes,21,Bank Transfer,Quarterly,1617,1,1,2,1,21,1617,Medium,Discount Dependent,Loyal
157,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4.0,Yes,Standard,Yes,Yes,40,Debit Card,Annually,1040,1,1,2,1,40,1040,Medium,Discount Dependent,Loyal
158,36,Male,Hat,Accessories,68,Vermont,S,Yellow,Fall,3.0,Yes,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly,68,1,1,2,0,1,-32,Low,Discount Dependent,At Risk
159,25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,Yes,Standard,Yes,Yes,50,Bank Transfer,Monthly,3650,1,1,2,1,50,3650,High,Discount Dependent,Loyal
160,58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Every 3 Months,1053,1,1,2,0,39,953,Medium,Discount Dependent,Loyal
161,27,Male,Gloves,Accessories,23,Texas,M,Orange,Summer,4.6,Yes,Free Shipping,Yes,Yes,34,Venmo,Monthly,782,1,1,2,1,34,782,Low,Discount Dependent,Loyal
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3.0,Yes,Express,Yes,Yes,29,Venmo,Fortnightly,1421,1,1,2,0,29,1321,Medium,Discount Dependent,Loyal
163,54,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3.0,Yes,Store Pickup,Yes,Yes,31,PayPal,Bi-Weekly,2294,1,1,2,0,31,2194,High,Discount Dependent,Loyal
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,Standard,Yes,Yes,8,Debit Card,Weekly,536,1,1,2,0,8,436,Low,Discount Dependent,Loyal
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Yes,Free Shipping,Yes,Yes,5,Credit Card,Fortnightly,325,1,1,2,0,5,225,Low,Discount Dependent,Potential Loyalist
166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Store Pickup,Yes,Yes,7,Cash,Monthly,420,1,1,2,0,7,320,Low,Discount Dependent,Potential Loyalist
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,Yes,Store Pickup,Yes,Yes,30,Cash,Monthly,930,1,1,2,1,30,930,Medium,Discount Dependent,Loyal
168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4.0,Yes,Express,Yes,Yes,14,Credit Card,Every 3 Months,378,1,1,2,1,14,378,Low,Discount Dependent,Loyal
169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3.0,Yes,Express,Yes,Yes,5,Cash,Fortnightly,400,1,1,2,0,5,300,Low,Discount Dependent,Potential Loyalist
170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,Yes,3,PayPal,Every 3 Months,90,1,1,2,0,3,-10,Low,Discount Dependent,At Risk
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,Yes,Yes,46,Venmo,Bi-Weekly,1150,1,1,2,0,46,1050,Medium,Discount Dependent,Loyal
172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,Yes,4,Credit Card,Weekly,140,1,1,2,0,4,40,Low,Discount Dependent,Potential Loyalist
173,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,Yes,Yes,42,Credit Card,Bi-Weekly,2814,1,1,2,0,42,2714,High,Discount Dependent,Loyal
174,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,Yes,30,Cash,Annually,1380,1,1,2,0,30,1280,Medium,Discount Dependent,Loyal
175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Express,Yes,Yes,37,Venmo,Annually,1295,1,1,2,0,37,1195,Medium,Discount Dependent,Loyal
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Annually,172,1,1,2,0,2,72,Low,Discount Dependent,At Risk
177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,Yes,Next Day Air,Yes,Yes,30,Credit Card,Quarterly,2430,1,1,2,0,30,2330,High,Discount Dependent,Loyal
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly,1974,1,1,2,0,47,1874,High,Discount Dependent,Loyal
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly,903,1,1,2,1,21,903,Medium,Discount Dependent,Loyal
180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Yes,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly,279,1,1,2,1,9,279,Low,Discount Dependent,Loyal
181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,Yes,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly,972,1,1,2,0,12,872,Medium,Discount Dependent,Loyal
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly,244,1,1,2,1,4,244,Low,Discount Dependent,Potential Loyalist
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,Yes,10,Debit Card,Annually,960,1,1,2,0,10,860,Medium,Discount Dependent,Loyal
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,754,1,1,2,0,26,654,Low,Discount Dependent,Loyal
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.0,Yes,Express,Yes,Yes,40,Cash,Fortnightly,1320,1,1,2,0,40,1220,Medium,Discount Dependent,Loyal
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly,1088,1,1,2,1,34,1088,Medium,Discount Dependent,Loyal
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,Yes,31,Debit Card,Annually,1736,1,1,2,0,31,1636,Medium,Discount Dependent,Loyal
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly,94,1,1,2,0,1,-6,Low,Discount Dependent,At Risk
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,265,1,1,2,0,5,165,Low,Discount Dependent,Potential Loyalist
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,Yes,4,Credit Card,Weekly,328,1,1,2,1,4,328,Low,Discount Dependent,Potential Loyalist
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3.0,Yes,Free Shipping,Yes,Yes,48,Venmo,Quarterly,3360,1,1,2,0,48,3260,High,Discount Dependent,Loyal
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,Yes,29,Cash,Every 3 Months,2204,1,1,2,0,29,2104,High,Discount Dependent,Loyal
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,Yes,Yes,12,PayPal,Bi-Weekly,348,1,1,2,0,12,248,Low,Discount Dependent,Loyal
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,Yes,Standard,Yes,Yes,29,Venmo,Annually,2900,1,1,2,0,29,2800,High,Discount Dependent,Loyal
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Express,Yes,Yes,15,Debit Card,Quarterly,1410,1,1,2,0,15,1310,Medium,Discount Dependent,Loyal
196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34,Credit Card,Monthly,850,1,1,2,1,34,850,Medium,Discount Dependent,Loyal
197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly,3608,1,1,2,0,41,3508,High,Discount Dependent,Loyal
198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly,3198,1,1,2,0,41,3098,High,Discount Dependent,Loyal
199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39,Credit Card,Fortnightly,1755,1,1,2,1,39,1755,Medium,Discount Dependent,Loyal
200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,Yes,32,Cash,Weekly,2336,1,1,2,0,32,2236,High,Discount Dependent,Loyal
201,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,29,Venmo,Monthly,1769,1,1,2,0,29,1669,Medium,Discount Dependent,Loyal
202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,Yes,15,Bank Transfer,Annually,330,1,1,2,1,15,330,Low,Discount Dependent,Loyal
203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,Yes,33,Venmo,Annually,1254,1,1,2,0,33,1154,Medium,Discount Dependent,Loyal
204,70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,684,1,1,2,0,18,584,Low,Discount Dependent,Loyal
205,24,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4.0,Yes,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,3500,1,1,2,1,35,3500,High,Discount Dependent,Loyal
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3.0,Yes,Standard,Yes,Yes,25,PayPal,Weekly,1600,1,1,2,0,25,1500,Medium,Discount Dependent,Loyal
207,24,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.2,Yes,Free Shipping,Yes,Yes,6,Venmo,Fortnightly,330,1,1,2,1,6,330,Low,Discount Dependent,Potential Loyalist
208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Yes,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,1547,1,1,2,0,17,1447,Medium,Discount Dependent,Loyal
209,57,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.1,Yes,Store Pickup,Yes,Yes,17,Credit Card,Monthly,646,1,1,2,1,17,646,Low,Discount Dependent,Loyal
210,55,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,44,Cash,Every 3 Months,4268,1,1,2,0,44,4168,High,Discount Dependent,Loyal
211,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly,132,1,1,2,0,6,32,Low,Discount Dependent,Potential Loyalist
212,69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly,4140,1,1,2,1,45,4140,High,Discount Dependent,Loyal
213,67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Yes,Express,Yes,Yes,7,Debit Card,Annually,588,1,1,2,1,7,588,Low,Discount Dependent,Potential Loyalist
214,30,Male,Handbag,Accessories,93,Nevada,L,Peach,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months,1023,1,1,2,1,11,1023,Medium,Discount Dependent,Loyal
215,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,Yes,41,Cash,Every 3 Months,2050,1,1,2,1,41,2050,High,Discount Dependent,Loyal
216,62,Male,Scarf,Accessories,64,New Jersey,S,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly,1536,1,1,2,0,24,1436,Medium,Discount Dependent,Loyal
217,43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,Free Shipping,Yes,Yes,21,Venmo,Weekly,1281,1,1,2,0,21,1181,Medium,Discount Dependent,Loyal
218,35,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,Yes,24,Bank Transfer,Annually,1152,1,1,2,0,24,1052,Medium,Discount Dependent,Loyal
219,28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,Yes,8,Credit Card,Quarterly,360,1,1,2,0,8,260,Low,Discount Dependent,Loyal
220,32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3.0,Yes,Free Shipping,Yes,Yes,12,Cash,Fortnightly,1056,1,1,2,0,12,956,Medium,Discount Dependent,Loyal
221,39,Male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,3.7,Yes,Express,Yes,Yes,48,Debit Card,Fortnightly,2736,1,1,2,0,48,2636,High,Discount Dependent,Loyal
222,28,Male,Hat,Accessories,68,North Carolina,XL,Magenta,Summer,4.4,Yes,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly,408,1,1,2,1,6,408,Low,Discount Dependent,Potential Loyalist
223,47,Male,Gloves,Accessories,94,New York,XL,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly,1316,1,1,2,1,14,1316,Medium,Discount Dependent,Loyal
224,20,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,Yes,34,PayPal,Annually,1394,1,1,2,1,34,1394,Medium,Discount Dependent,Loyal
225,63,Male,Socks,Clothing,83,South Dakota,S,Beige,Summer,2.9,Yes,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,996,1,1,2,0,12,896,Medium,Discount Dependent,Loyal
226,25,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,11,Bank Transfer,Annually,242,1,1,2,0,11,142,Low,Discount Dependent,Loyal
227,29,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5,PayPal,Monthly,370,1,1,2,0,5,270,Low,Discount Dependent,Potential Loyalist
228,50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25,Venmo,Fortnightly,2250,1,1,2,1,25,2250,High,Discount Dependent,Loyal
229,18,Male,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,11,Credit Card,Annually,869,1,1,2,0,11,769,Medium,Discount Dependent,Loyal
230,70,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months,756,1,1,2,1,27,756,Low,Discount Dependent,Loyal
231,66,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.1,Yes,Standard,Yes,Yes,43,Credit Card,Annually,3784,1,1,2,1,43,3784,High,Discount Dependent,Loyal
232,28,Male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months,468,1,1,2,0,18,368,Low,Discount Dependent,Loyal
233,54,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Yes,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly,864,1,1,2,1,32,864,Medium,Discount Dependent,Loyal
234,19,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months,2241,1,1,2,1,27,2241,High,Discount Dependent,Loyal
235,20,Male,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,24,Credit Card,Weekly,936,1,1,2,0,24,836,Medium,Discount Dependent,Loyal
236,43,Male,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.7,Yes,Free Shipping,Yes,Yes,31,Debit Card,Quarterly,2759,1,1,2,0,31,2659,High,Discount Dependent,Loyal
237,38,Male,Coat,Outerwear,68,North Dakota,L,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,39,PayPal,Fortnightly,2652,1,1,2,0,39,2552,High,Discount Dependent,Loyal
238,50,Male,Dress,Clothing,90,Iowa,M,Beige,Summer,3.0,Yes,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly,3240,1,1,2,0,36,3140,High,Discount Dependent,Loyal
239,64,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.2,Yes,Free Shipping,Yes,Yes,5,Cash,Annually,170,1,1,2,1,5,170,Low,Discount Dependent,Potential Loyalist
240,49,Male,Pants,Clothing,51,Vermont,L,Yellow,Summer,2.9,Yes,Express,Yes,Yes,47,Credit Card,Bi-Weekly,2397,1,1,2,0,47,2297,High,Discount Dependent,Loyal
241,47,Male,Sweater,Clothing,45,Montana,XL,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly,1305,1,1,2,0,29,1205,Medium,Discount Dependent,Loyal
242,36,Male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly,3784,1,1,2,1,43,3784,High,Discount Dependent,Loyal
243,55,Male,Coat,Outerwear,85,New York,L,Gray,Summer,4.3,Yes,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months,3400,1,1,2,1,40,3400,High,Discount Dependent,Loyal
244,25,Male,Jewelry,Accessories,100,Kentucky,M,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly,400,1,1,2,0,4,300,Low,Discount Dependent,Potential Loyalist
245,53,Male,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,1638,1,1,2,1,39,1638,Medium,Discount Dependent,Loyal
246,49,Male,Sandals,Footwear,53,Rhode Island,L,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,Yes,45,Venmo,Fortnightly,2385,1,1,2,0,45,2285,High,Discount Dependent,Loyal
247,35,Male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,Yes,Express,Yes,Yes,20,Venmo,Bi-Weekly,1720,1,1,2,0,20,1620,Medium,Discount Dependent,Loyal
248,29,Male,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.4,Yes,Standard,Yes,Yes,14,Debit Card,Weekly,924,1,1,2,1,14,924,Medium,Discount Dependent,Loyal
249,47,Male,Belt,Accessories,100,Pennsylvania,M,Blue,Winter,4.8,Yes,Express,Yes,Yes,33,PayPal,Weekly,3300,1,1,2,1,33,3300,High,Discount Dependent,Loyal
250,53,Male,Handbag,Accessories,47,Alaska,S,Teal,Fall,4.2,Yes,Standard,Yes,Yes,18,Credit Card,Annually,846,1,1,2,1,18,846,Medium,Discount Dependent,Loyal
251,33,Male,Skirt,Clothing,25,Mississippi,L,Black,Fall,4.0,Yes,Express,Yes,Yes,9,Bank Transfer,Weekly,225,1,1,2,1,9,225,Low,Discount Dependent,Loyal
252,21,Male,Handbag,Accessories,51,Wyoming,XL,Gold,Winter,2.5,Yes,Standard,Yes,Yes,34,PayPal,Annually,1734,1,1,2,0,34,1634,Medium,Discount Dependent,Loyal
253,32,Male,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,Yes,Free Shipping,Yes,Yes,33,Venmo,Fortnightly,1353,1,1,2,0,33,1253,Medium,Discount Dependent,Loyal
254,52,Male,Boots,Footwear,73,Oklahoma,L,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly,1095,1,1,2,1,15,1095,Medium,Discount Dependent,Loyal
255,67,Male,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.5,Yes,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly,168,1,1,2,0,4,68,Low,Discount Dependent,Potential Loyalist
256,43,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,Yes,25,Debit Card,Annually,500,1,1,2,1,25,500,Low,Discount Dependent,Loyal
257,58,Male,Jewelry,Accessories,30,South Dakota,XL,Violet,Spring,4.7,Yes,Express,Yes,Yes,20,Credit Card,Every 3 Months,600,1,1,2,1,20,600,Low,Discount Dependent,Loyal
258,20,Male,Handbag,Accessories,53,West Virginia,M,Red,Summer,4.5,Yes,Express,Yes,Yes,5,Credit Card,Quarterly,265,1,1,2,1,5,265,Low,Discount Dependent,Potential Loyalist
259,61,Male,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.8,Yes,Express,Yes,Yes,16,Cash,Quarterly,1184,1,1,2,0,16,1084,Medium,Discount Dependent,Loyal
260,32,Male,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9,Yes,Standard,Yes,Yes,13,Debit Card,Annually,741,1,1,2,0,13,641,Low,Discount Dependent,Loyal
261,38,Male,Hat,Accessories,57,Montana,S,Red,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months,627,1,1,2,0,11,527,Low,Discount Dependent,Loyal
262,21,Male,Jeans,Clothing,77,California,L,Magenta,Winter,4.9,Yes,Standard,Yes,Yes,21,Credit Card,Annually,1617,1,1,2,1,21,1617,Medium,Discount Dependent,Loyal
263,37,Male,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.8,Yes,Next Day Air,Yes,Yes,6,Debit Card,Annually,240,1,1,2,0,6,140,Low,Discount Dependent,Potential Loyalist
264,27,Male,Shorts,Clothing,46,Iowa,M,Purple,Summer,4.3,Yes,Store Pickup,Yes,Yes,29,Venmo,Monthly,1334,1,1,2,1,29,1334,Medium,Discount Dependent,Loyal
265,36,Male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,Yes,15,Cash,Annually,1170,1,1,2,0,15,1070,Medium,Discount Dependent,Loyal
266,32,Male,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly,1003,1,1,2,0,17,903,Medium,Discount Dependent,Loyal
267,51,Male,Jewelry,Accessories,75,Louisiana,L,White,Summer,3.1,Yes,Express,Yes,Yes,32,Credit Card,Weekly,2400,1,1,2,0,32,2300,High,Discount Dependent,Loyal
